File1,File2,sentence,sentiment,topic
"thầy nên chuẩn bị riêng một slide cho mình để giảng dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .",negative,,,
thầy cho làm các bài tập tại lớp trong khi sinh viên chưa biết gì về vấn đề đó .,negative,,,
đôi khi đi quá sâu vào một vấn đề bên lề .,negative,,,
"giảng viên dạy tận tâm , nhiệt tình , dễ hiểu .",positive,,,
cô thật nhiệt tình .,positive,,,
phòng thực hành tốt .,positive,,,
"nói chuyện lan man , không liên quan đến môn học quá nhiều .",negative,,,
giảng viên rất tận tâm .,positive,,,
phân bổ hợp lý thời gian học và nên cho xem nhiều video hơn là nghe .,negative,,,
"thầy bận nhiều nên cũng nghỉ nhiều , hi vọng thầy có thể sắp xếp thời gian .",negative,,,
giáo viên sử dụng giờ trên lớp hiệu quả .,positive,,,
"giáo viên tận tình , dạy truyền đạt tốt .",positive,,,
"giảng viên dạy tốt , nhiệt tình .",positive,,,
giảng viên tạo cảm hứng cho sinh viên học tập .,positive,,,
chán .,negative,,,
"thầy nhiệt tình , tận tâm giúp đỡ sinh viên .",positive,,,
"dạy quá chậm , quá cặn kẽ .",negative,,,
thầy wzjwz174 ít cho bài tập về nhà .,negative,,,
thầy đôi khi nói hơi khó hiểu .,negative,,,
"giảng viên tận tâm , nhiệt tình , hỗ trợ giải đáp thắc mắc môn học cho sinh viên .",positive,,,
"nên đi sâu vào vấn đề , giúp sinh viên hiểu tốt môn học , và nên có những ứng dụng cụ thể mà môn học đem lại .",negative,,,
làm bài tập .,neutral,,,
cứ ngỡ được 10 điểm là chắc chắn rồi .,negative,,,
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,negative,,,
thêm phòng thiết bị để thực hành .,negative,,,
dễ hiểu đầy đủ .,positive,,,
điểm .,neutral,,,
"giáo viên tốt bụng , vui tính .",positive,,,
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",negative,,,
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",positive,,,
giải đáp kịp thời những thắc mắc cho sinh viên .,positive,,,
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",positive,,,
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",negative,,,
bài tập không cho ví dụ về nhà để xem lại .,negative,,,
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,negative,,,
"thầy dạy dễ hiểu , rất hài lòng .",positive,,,
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",negative,,,
"cách giảng bài dễ hiểu , hay .",positive,,,
đầy đủ kiến thức .,positive,,,
chất lượng phòng máy rất tệ .,negative,,,
"thầy giảng ngắn gọn , đầy đủ .",positive,,,
tốt giỏi chu đáo .,positive,,,
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",positive,,,
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",negative,,,
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,positive,,,
"nhiệt tình , truyền cảm hứng .",positive,,,
"thầy hài hước , giọng truyền cảm .",positive,,,
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",positive,,,
không hiểu cách chấm bài thi của thầy .,negative,,,
tiết học chưa được thu hút .,negative,,,
giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,negative,,,
cần vào thẳng nội dung .,negative,,,
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",positive,,,
cô dạy trên lớp và thực hành tận tâm .,positive,,,
em rất hài lòng về thầy .,positive,,,
"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",negative,,,
"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",positive,,,
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",positive,,,
"giảng viên tận tâm , tạo điều kiện cho học sinh làm bài tập .",positive,,,
cần giải bài tập nhiều hơn .,negative,,,
"kiến thức thực tiễn của thầy rộng , giảng dạy vui vẻ .",positive,,,
cô cũng không cung cấp hay giải thích gì đáp án của bài thi .,negative,,,
"thầy rất nhiệt tình , nói rất nhiều đến khản giọng mà sức truyền tải không bằng thầy wzjwz159 .",positive,,,
kiến thức giảng dạy môn tiếng anh hầu như không giúp ích nhiều cho sinh viên trong việc tìm hiểu các tài liệu chuyên ngành .,negative,,,
"thấy rất hiền , rất chi là hơi trẻ con .",positive,,,
"giảng dạy hay , dễ hiểu , cuốn hút sinh viên .",positive,,,
"cách tìm kiếm chúng ở đâu , khai thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ .",negative,,,
"giảng hơi nhanh , chưa kỹ lắm .",negative,,,
"những phần trọng tâm bài tập thì cũng không nói được "" đây là phần quan trọng có trong đề thi các em cần chú ý "" .",negative,,,
"nghe , nói luyện tập cao .",positive,,,
giáo viên giảng hay dễ hiểu .,positive,,,
sử dụng phần mềm crack .,negative,,,
nhiều khi dạy quá thời gian .,negative,,,
tuy dạy chậm giúp học sinh dễ hiêu tuy nhiên nhiều bài khó thì sẽ khiến sinh viên dễ chán .,negative,,,
"thầy vui tính , thương sinh viên , dạy dễ hiểu .",positive,,,
thầy bằng nhiệt tình tận tụy với sinh viên trong việc hướng dẫn đồ án .,positive,,,
"dạy dễ hiểu , thân thiện .",positive,,,
có các phần ôn tập không liên tới bài kiểm tra .,negative,,,
không nên tổ chức thực hành hình thức 2 .,negative,,,
sự thân thiện và tận tình đối với học viên .,positive,,,
"thầy giảng bài nhiệt tình , gần gũi với sinh viên , nội dung không hiểu có thể hỏi ngay thầy tại lớp .",positive,,,
giảng viên cần nắm vững xem sinh viên có hiểu được bài hay không và đưa ra phương án để sinh viên nắm vững kiến thức .,negative,,,
thầy thiện nhiệt tình .,positive,,,
truyền đạt thực tiễn vấn đề .,positive,,,
giáo viên rất nhiệt tình và tâm huyết đối với sinh viên .,positive,,,
"âm thanh thầy giảng hơi nhỏ , khó khăn trong việc nghe giảng .",negative,,,
nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,negative,,,
"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",negative,,,
"thầy dạy khá nhiệt tình , vui tính .",positive,,,
"em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm .",negative,,,
thầy dạy rất hay ạ !,positive,,,
"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố .",negative,,,
nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .,negative,,,
"giảng viên dạy nhiệt tình , dễ hiểu .",positive,,,
em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,negative,,,
"cô cực kỳ nhiệt huyết , cô rất dễ thương colonlove cô yêu học trò của mình , cô cực kỳ khách quan , phong cách làm việc của cô rất giống người nước ngoài , em thích cô .",positive,,,
"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi .",positive,,,
"chú ý giữ sức khỏe , nhất là cổ họng colonsmile .",negative,,,
"thầy tận tâm , nhiệt tình .",positive,,,
máy ở phòng thực hành quá tệ .,negative,,,
thầy rất dễ thương .,positive,,,
"giảng viên nhiệt tình , thân thiện .",positive,,,
"thầy truyền đạt rất tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , vừa sức với sinh viên .",positive,,,
giảng viên nên đến đúng giờ hơn và cho nhiều bài tập hơn .,negative,,,
"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",negative,,,
"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",negative,,,
em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .,negative,,,
tạo điều kiện cho sinh viên làm việc nhóm .,positive,,,
phương pháp dạy chưa hay .,negative,,,
hay bị về trễ colonsad .,negative,,,
cần dạy chi tiết hơn .,negative,,,
cô giảng rất nhiệt tình .,positive,,,
dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,positive,,,
"đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn .",negative,,,
giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .,negative,,,
"giảng dạy hay , nhiệt tình .",positive,,,
"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",positive,,,
"dạy hơi nhiều , và hơi nhanh .",negative,,,
nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .,negative,,,
giảng dạy tận tâm .,positive,,,
"cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó .",negative,,,
"gần gũi , thân thiện với sinh viên , khả năng truyền đạt kiến thức tốt .",positive,,,
quá dễ dẫn đến buồn ngủ .,negative,,,
giảng viên không có tính hài hước .,neutral,,,
"vui tính , nhiệt tình .",positive,,,
"thầy vui tính , giảng bài hay , đưa nhiều thông tin thực tế vào bài giảng .",positive,,,
thẩy wzjwz311 rất vui và nhiệt tình .,positive,,,
giáo viên giảng dạy lôi cuốn .,positive,,,
"nhiệt tình , dễ gần , truyền đạt tận tâm .",positive,,,
phương pháp truyền đạt của giảng viên chưa hiệu quả lắm .,negative,,,
giáo viên chưa tạo được không khí vui vẻ trong lớp học .,negative,,,
thầy giúp em biết mạch số là gì .,positive,,,
có lúc thầy lạc đề .,negative,,,
thầy dạy hơi chậm .,negative,,,
"lần được học thầy , thấm nhiều thứ quá .",positive,,,
nhiều phần trong slide bài giảng của giảng viên không chính xác .,negative,,,
"môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn .",negative,,,
"thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành .",negative,,,
"dạy dễ hiểu , sâu rộng .",positive,,,
"thầy dạy nhiệt tình , vui vẻ .",positive,,,
"thầy cực kỳ tâm lý , vui tính , dạy nhiệt tình và tận tụy với học trò .",positive,,,
thầy luôn chủ động tạo tranh luận và kiểm tra bài tập đầu giờ để sinh viên dễ dàng nắm bắt kiến thức .,positive,,,
