,sentiment,content
1438,sadness,OMG sore shoulder
1440,sadness,"@irkengir No. As a result, the salary is a decrease"
1441,sadness,Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.
1449,sadness,"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick"
1453,sadness,"@yelainez  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me"
1455,sadness,Why don't we close the library due to the great weather?  And the ac isn't working  #fb
1456,sadness,Time to do house chores! Ugh!
1458,sadness,"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there"
1460,happiness,@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb
1461,sadness,missing Taylor like crazy  cant wait till he's back
1465,sadness,Had a good day till he twisted his ankle on his two mile run
1466,happiness,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.
1469,sadness,@TerrenceJ106 yooo! Its rainin dumb hard out.
1474,sadness,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;("
1475,sadness,@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol
1479,sadness,Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway..
1482,sadness,"@SmellTheCheese I know, that is so sad.  I"
1494,happiness,Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn't like the fax part
1495,happiness,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer
1504,sadness,"@dj_cm  Didn't drink enough for a hangover, just tired and over worked"
1511,sadness,Just awoke in a completely freaked out frantic frenzy.  It's going to be a long night.
1517,sadness,where's enthusiasm in meeeee
1519,sadness,"drinking some really nice coffee, got to go to the dentist at 9am this morning"
1523,sadness,@jessereed did u watch the day the earth stood still? did u not see my bye when u got d/c...  im sad i left 2 and now ur gone  ily&lt;333
1526,happiness,@tifftiff88 what don't be sad?  Be glad. Your 21
1529,sadness,#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.
1530,sadness,"its 2:08 am. I CAN'T SLEEP!!!!!  i thought it was b/c im hungry, so i whipped up a pb&amp;j with milk. hopefully it works!!!!"
1531,sadness,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard
1533,sadness,i'm so bored i can barely even tweet. i have nothing to talk about.  #boredboots
1536,sadness,"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat"
1539,sadness,roughnight
1540,sadness,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left
1541,sadness,"Bad day, just got worse..."
1542,sadness,@irkengir It is a recession
1550,sadness,"@Meikah Hala, I do not know that one.  Shame on me."
1562,happiness,Goodmorning yall! I woke up to early
1568,sadness,2moro is the end of my stay @Grandmas to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol
1574,sadness,@godfatherobie  I'm @ work and missed everythin yesterday but don't know wot? Anybody
1578,sadness,fell asleep waiting for my ride!
1580,sadness,Today feels like friday. Too bad its not
1583,sadness,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday
1594,sadness,Has been underpaid  just when i really didn't need to be as well.
1595,sadness,@Adamastorlx ohyeahhh  hate the heat!  http://twitpic.com/665a2
1597,sadness,@sashaostrikoff i miss you
1598,sadness,Feeling bad that @muemerry didnt get to see UP
1601,sadness,Disappointment really sucks!  I'm getting used to it.
1608,happiness,@SharktailYPP The red font up the top is very nice. But where did they put all the old entries?
1611,sadness,"Season 1 of Lie To Me was serious. Damn, now here comes the wait."
1612,sadness,i mean monday take the test monday!!!! please o please !
1614,sadness,@SummerXoxo That's exactly how I feel.  I hope you start feeling better soon.
1616,sadness,My birthday is now over.
1618,sadness,at work and tired just want to go to bed
1620,sadness,@msalonen I feel like a Truck just hit me too! I also Resemble a man hit by a truck!
1630,happiness,@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?
1634,sadness,@Jazzy813 I miss my neice  can't wait to see her bad n grown ass! Lol
1635,sadness,"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55"
1636,happiness,I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!
1637,happiness,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though"
1640,happiness,"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!"
1643,sadness,Ugh talk to me someone  I'm really bored.
1648,sadness,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though
1649,sadness,have a splitting headache!
1650,sadness,OMG. Period cramps are FTL. So much pain.
1658,sadness,@shortstackband grrrrrrrrrrrrrrrrrrrrrrrr
1667,sadness,Using tiffys computer...it feels different from mine... the touch is different.
1671,sadness,Bummed out I am missing a rock climbing trip next week
1672,sadness,Stuck in some shitty traffic! This day is going to be crap
1674,sadness,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.
1676,sadness,Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks
1681,sadness,"@deathnerd ah man, that's sucks.  What happened to it that's prompting a reinstall?"
1682,sadness,@Farctum Oh poor thing  Hope it's easily sorted out. (and not too expensive!)
1690,sadness,@Lil_maggie you okay? i miss you @tanyadenalilove im sad you didnt text todayh
1692,sadness,#3wordsaftersex it hurts now
1693,sadness,Heavily medicated but can't sleep. Ugh...
1694,sadness,"Grrrrr fuck. Just remembered that I'm doing the later shift today, so not at work for another hour! What a wasted lay in opportunity"
1696,happiness,Is dreading going to work  BUT....its friiiiiday!! whoop!!!
1697,sadness,@DontLetGo14 at home  im so lonely here...
1700,sadness,"what is love!? baby don't hurt me, don't hurt me, no more. I WANT TO WATCH 'NIGHT AT THE RUXBURY' RIGHT NOW!!!!"
1719,sadness,Its too early
1725,sadness,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game
1731,sadness,"@Kingsrockandrol I'm a bit down zoe cos I'm off to bed soon, so I will miss this gorgeous weather, were having  what you up too today? X"
1733,sadness,My tummy hurts  go away cramps! I hate chuu!!!!
1735,happiness,I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*
1740,happiness,"@rettema &quot;might be interested&quot; - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y"
1748,sadness,i lost my voice . what should i do ? it's very torture
1750,sadness,it's pretty cold outside  today i got another exam...
1762,sadness,"@Lmhustle4life Shit none. But yea last weekend was crazy, i think i partied to hard, thats why im sic."
1767,sadness,@itstayloryall Im so sad we missed you at Family Reunion!!
1778,sadness,"@1825remnant, i missed everyone tonight"
1780,sadness,Ugh our two week push to produce a six pack has produced nothing but pain!
1792,sadness,ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...
1793,sadness,@love2reed thx girl! I just now woke up! I cnt believe I'm sick!! Now I have a fever... Wish I could pound nyquil  This sucks.
1796,sadness,@donald_jackson already there's none left  back to cabbage soup
1797,sadness,Wrong button  ... My music biz building that is.
1800,sadness,"having the flu, not the swinish-one, but the flu."
1801,sadness,really annoyed that work appear to have blocked facebook now...
1808,sadness,"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings"
1809,sadness,20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*
1828,sadness,@AyeBloodyRight Taking the souls of your friends and family and watching them die is a nightmare. Trust me
1841,sadness,missin my bro..
1846,sadness,@DarynJones Your youtube account is down.
1848,happiness,"@sueveeyall Haha, I wish I could"
1851,sadness,still sick  @ Home http://loopt.us/iArPRg.t
1852,sadness,not feeling too great today
1854,happiness,"Warwick Castle http://snurl.com/izzau Amazing!  Off to Devon for a week...no internet, no updates"
1855,sadness,i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be &amp; you get emotional
1859,sadness,you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did
1864,sadness,Ria got a a G1 phone and im jealous
1868,sadness,my party is wiped out they be all dead and stuff
1870,sadness,"@Branwen6277 I'm better today.  Yesterday was really hard.  It's still just so unbelievable.  I miss him, too... and probably always will."
1882,happiness,good morning people !! in good old germany is it soooo cold
1884,happiness,@sunnyphoenix there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud
1889,sadness,is lonely in need of company
1901,sadness,@dameenrouge I have been to Tara Thai a few times for friend's birthdays and the food I had was pretty bad.
1905,sadness,hates continually getting sick whenever he has exams
1908,sadness,"I want to ride my bicycle today, but it's too cold and cloudy today  http://snipurl.com/izzsn"
1920,sadness,stupid weather
1925,sadness,Why cant a girl just like me for who i am and not whats in my walet?
1935,sadness,"Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver."
1938,sadness,"@overshootTV Thx! Old computer here, too slow for both Kubuntu and Blender really."
1943,sadness,Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!
1945,sadness,@Velf79 Missed you last night hon
1948,happiness,wishes she would call him ...   *hc*
1951,sadness,@ab_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin'?
1954,sadness,"And apparently I misplaced my iPod, the 30 gb"
1956,sadness,very disappointed in him    gonna have to sleep it off....
1961,sadness,4am foodshopping cause I was sick all day and was in hospitals  being alone blows
1965,sadness,@heavenlykevinly You go to sleeeeeeepz
1968,sadness,is seriously heartbroken!!!
1974,sadness,@NellaGrl ...being lonely all the time.
1984,sadness,"@drinkins I'm suffering from the Internet that works bad, only sites hosted on russian servers are available for me"
