comment,label,rate,Unnamed: 3
Chất lượng sản phẩm phù hợp vs giá.,positive,4,
Mới dùng chất lượng OK.,positive,5,
Thời gian giao hàng rất nhanh .,positive,5,
Mua ba cái thấy ok.,positive,4,
Đẹp quá ủng hộ shop lâu dài.,positive,5,
Áo mặc ok lắm mọi người cứ tin tưởng mua hàng nhé.,positive,5,
Dù sao với 160k thì chất lượng như vậy là quá được.,positive,4,
đẹp dã man thế này.,positive,5,
Áo xinh lắm nhé mấy nàng ❤ với giá này thì áo vậy là đẹp rồi !,positive,4,
"Khô gà bị mặn, cả nhà mình đều kêu vậy..",negative,1,
Giao hàng nhanh.,positive,5,
Áo rất ấm.,positive,5,
Hơi thất vọng.,negative,2,
Chất lượng sp tuyệt vời.,positive,5,
"Huhuu, sr vì bh mới xác nhận đã nhận hàng :( quên béng đi mất.",negative,2,
C Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.,positive,5,
Hết cherry nên shop gọi bảo mình đổi mẫu chứ ko tự giao mẫu khác 👍🏻 Chọn chuyển qua dưa hấu.,neutral,3,
Sản phẩm tốt phù hợp với giá tiền.,positive,5,
Len chất hơi cứng chút😀Nhưng vẫn mặc Ok.,neutral,3,
"Kiểu dáng đúng mô tả, tuy nhiên quá mềm, không có độ cứng của khung túi, nên kém sang.",neutral,3,
"áo cực đẹp, nhé vải ko dày lắm đâu nên mình nghĩ vẫn mặc trong mùa hè đc, cơ mà lần sau em mua shop đừng gọi mẹ em nhé :)))).",positive,5,
Vải mỏng quá mỏng.,negative,2,
Chất thích mà size hơi nhỏ so với size bthg.,negative,2,
"Hàng đẹp, chất lượng.",positive,5,
SP không có hộp nhé.,negative,1,
Rất đáng tiền.,positive,4,
Nhìn ưng lắm.,positive,4,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,positive,5,
Ưng lắm shop à.,positive,5,
Chất lượng sản phẩm tỐt Thời gian giao hàng tạm được.,neutral,3,
Còn về hàng thì okie luôn :).,positive,5,
M chua thử nhưng thấy chất rất đẹp.,positive,5,
Yến Sam.,neutral,3,
Xấu quắc...kg giống hình...cảm thấy khó chịu.,negative,1,
"3 in 1 mà mở hộp ra có mỗi 2 len, thiếu mất len macro.",negative,2,
Chất lượng sản phẩm rất kém Khong co dich vụ la sao Chất lượng sản phẩm tốt.,positive,5,
Hộp hơi trầy nhưng hàng đóng gói kĩ.,neutral,3,
Dat xám gjao xah.thất vọg về sp.,negative,2,
"Sản phẩm tốt, giá rẻ.",positive,4,
Nhưng good.,positive,4,
Thất vọng kinh khủng.,negative,1,
Vậy là oke so với giá tiền rồi.,positive,5,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền.,positive,5,
"Hàng đẹp, đúng y hình.",positive,4,
Đóng gói sản phẩm rất chắc chắn Thời gian giao hàng rất nhanh.,positive,5,
Chất lượng sản phẩm không được tốt bằng sản phẩm mình mua trực tiếp ở các cửa hàng.,negative,1,
Tks shop.,positive,5,
Thời gian giao hàng nhanh.,positive,5,
Shop phục vụ rất tốt.,positive,5,
"form ko đẹp, ko định hình tốt vòng 1.",negative,1,
Ống tay hơi nhỏ .,negative,2,
Đc shop lì xì nữa.,positive,5,
Sản phẩm chất lượng quá tệ.,negative,1,
Shop giao hàng nhanh còn phục vụ nhiệt tình nữa.,positive,5,
Biết đẹp thế mình mua thêm cái màu đỏ nữa 😊😊😊😊.,positive,5,
Chỉ bung hết ra.,negative,2,
5 sao nha!,positive,5,
Tiếc rằng hết màu thích ko thì sẽ lấy thêm.,neutral,3,
Shop chăm sóc khách hàng rất chu đáo.,positive,5,
"Chất lượng sản phẩm được, phải chi có màu rêu 😶.",positive,4,
Tất cả đều ok.,positive,4,
Áo đẹp.,positive,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.con dc shop tang qua nua.,positive,5,
"Chiều rộng giữa 2 chân hơi ngắn, khi ngồi sau trên xe máy thấy hơi khó chịu.",negative,2,
"Tuyệt vời ạ huhu, sẽ còn ủng hộ shop dài dài.",positive,5,
Sp chất lượng.,positive,4,
"Sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng, nên mua hàng ở đây rất uy tín.",positive,5,
Chất lượng sản phẩm quá tệ.,negative,1,
"Chất lượng sản phẩm tạm dc ,hơi chật ,mik 45 kg thấy hơi chật,cổ bị rộng.",negative,2,
"Dùng rất ok, chỉ ko biết dùng liệu có lâu được ko thôi hì 😄.",neutral,3,
Potay.,neutral,3,
Size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng.,positive,4,
Chất lượng sp tốt tuyệt vời.,positive,5,
"Chất vải rất mỏng, màu cũng xấu không không đẹp không đẹp như hình.",negative,2,
Y hình chuẩn đẹp👍 Chất lượng sản phẩm tuyệt vời.,positive,5,
áo rất đẹp - anh chị shop rất nhiệt tình - đóng gói rất đẹp.. cảm ơn anh chị shop.,positive,5,
"Hàng y hình Thời gian giao hàng nhanh ,vải mỏng.",positive,4,
Nhìn chung tạm ổn.,neutral,3,
Ống tay xấu.,negative,1,
Áo mỏng hơn so với mình nghĩ nhưng vẫn ok.,neutral,3,
Chất lượng sản phẩm tuyệt vời.,positive,5,
"Thời gian giao hàng rất nhanh, vải đẹp.",neutral,3,
"foem dáng ko giống mẫu mặc,may nhái lại thôi ạ, chât vải đc.",neutral,3,
Áo đẹp. .. ok..,positive,5,
Cho 5*.,positive,5,
Áo rất đẹp Thời gian giao hàng rất nhanh.,positive,5,
"Áo đẹp, giá rẻ.",positive,4,
Nói chung mình thấy ok.,positive,5,
"Áo chất đẹp thích hợp đi chơi, giao hành nhanh, nv tư vấn nhiệt tình!",positive,5,
Phù hợp giá tiền.,positive,5,
"Sản phẩm k giống hình lắm, mặc 2 lần dạn hết đường chỉ.",negative,2,
Shop phục vụ rất tốt Rất đáng tiền.,positive,5,
E thích lắm.,positive,4,
"Giống hình, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.",positive,5,
"Cũng cùng hãng giày nay co shop ban co 79k, nen cac bạn tim hieu kỹ khi đặt hàng.",neutral,3,
"Chất thì dc mà form ko chuẩn,sz XL ghi 53-68kg mà 55kg mặc thấy k dc thoải mái ,2c màu ghi thì chật k mặc dc.",negative,2,
Đóng gói còn tốt nữa.,positive,5,
Vận chuyển siêu nhanh.,positive,5,
Chất liệu vải k co giãn.,negative,1,
Éo ra j.,negative,1,
Nắp túi bị lệch.,negative,1,
Mình nhận dc cái túi nó móp méo.,neutral,3,
Áo nhỏ quá.,negative,2,
Áo vải rất đẹp.,positive,5,
Shop phục vụ rất tốt.,positive,5,
"Hàng đẹp, chủ shop nhiệt tình ❤️.",positive,5,
Chúc shop càng ngày càng đắt hàng <3.,positive,5,
Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền.,positive,4,
Ko giao vẫn tính tiền.,negative,1,
Ủng hộ shop 5sao.,positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,positive,5,
Vì giá rẻ.,neutral,3,
Giao sai size quân nhưng liên hệ với shop không bắt máy .,negative,1,
"Địu chắc chắn, thoáng.Đỡ mỏi tay, nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn.",positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,positive,5,
Giao hàng nhanh ❤️ áo xinh như hình ❤️ mỗi tội hơi mỏng xíu.,positive,4,
Dc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Mặc rất thích :3.,positive,5,
"Giá cả chấp nhận được, Thời gian giao hàng rất nhanh.",positive,5,
Sẽ ủng hộ shop dài dài 😘.,positive,5,
Áo dày dặn và đẹp giống hình.,positive,5,
Chúc c luôn đắt hàng.,positive,5,
Quần cực kì đẹp.,positive,5,
Cung tam dc.,neutral,3,
"Vải ok nhưng hơi nhỏ, ko hài lòng việc đã nhắn shop ko ghi rõ thông tin ngoài bao bì nhưng vẫn ko thực hiện, thiếu lưu ý việc tê nhị.",neutral,3,
Phơi nắng r mà ko thấy sáng.,negative,1,
Mình thấy rất êm chân.,positive,5,
Thái độ phục vụ ok.,positive,5,
Mình mặc vào nhìn như cái váy chống nắng ý.,negative,2,
Nói chung thất vọng về sp.,negative,2,
Màu hơi tối hơn so với ảnh sản phẩm.,negative,2,
"Sp chất lượng, ngon, giá rẻ hơn các chỗ khác.",positive,4,
Quần cũng ok đẹp.,positive,4,
"Chất lượng sản phẩm tuyệt vời rất ok pin ổn ,nên mua nha mọi người 5sao.",positive,5,
Phí tiền.,negative,1,
Vải mỏng và hơi ngắn Thời gian giao hàng tạm được.,negative,2,
Về giặt túi là vứt luôn ...,negative,1,
Hàg y hình.,positive,5,
Đóng gói sản phẩm chắc chắn.,positive,4,
Đặt3 giao 1 làm ăn vậy lun!,negative,1,
Dây yếm hơi dài và có chỗ bị sứt chỉ.,negative,1,
Hàng đẹp gía rẻ sẽ tiếp tục ủng hộ.,positive,5,
Giao hàng nhanh.,positive,5,
Vừa với giá tiền. 😃😃😃.,positive,5,
Chứ vậy sẽ mất uy tín lắm.,negative,2,
"Vải hơi mỏng nhưng mùa hè mặc mát, màu k giống hình lắm nhưng cũng đẹp.",neutral,3,
Giao hàng nhanh.,positive,5,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn.,positive,5,
Quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay .,negative,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,positive,5,
Hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra.,positive,5,
Hàng bỏ đi chưa mặc đã thủng.,negative,1,
Vải dom áo ko giống trong hjnh giả tạo xấu xí.,negative,1,
Giày đẹp trog tầm giá. 😍.,positive,4,
"Quá đẹp so với giá, chị chủ dễ thương, tặng chị cái ảnh 😚😍👏🏻.",positive,5,
Hàng y mẫu.,positive,5,
"Mua size S giao size L,mác thì size S,mác ở quần thì size L,bán hàng thế này là cố tình nhầm size,mọi người xem sét trước khi mua shop này nhé.",negative,2,
"Giao lâu, áo phù hợp với giá.",positive,4,
So với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp.,positive,4,
"Chất lượng sản phẩm tuyệt vời , shop dễ thương phục vụ tốt ❤️.",positive,5,
Shop nên xem lại cách đo size cho khách.,neutral,3,
Shop phục vụ tạm được.,neutral,3,
"Áo dày và hịn lắm ạ, chị chủ shop lại còn tư vấn nhiệt tình nữa :))).",positive,5,
"áo ko đẹp giống hình, lại bị nhỏ mặc không vừa.",negative,1,
"Chân váy đẹp, chất vải tốt chưa biết có ra màu không Mua hàng ở shop nhiều lần đều ưng ý hàng có hư hỏng gì shop cũng hỗ trợ hết mình Thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng.",positive,5,
"Chất liệu tạm, hơi nhỏ.",neutral,3,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,positive,5,
Rất thích!!,positive,5,
Thời gian giao hàng rất nhanh.,positive,5,
đẹp lắm bạn nào ko tin ib. tớ cho xem ảnh. là ng tiêu dùng mua đồ hãy xem đánh giá trước.,positive,5,
Màu sắc k như hình.,negative,2,
Sẽ ủng hộ shop liên tục 👍🏻.,positive,5,
Đường chỉ may không chắc.,negative,1,
Hàng đẹp .,positive,4,
Hàng đẹp đúng y mẫu .tks shop nhìu.,positive,5,
Sẽ tiếp tục ủng hộ shop dài dài.,positive,5,
Cách shop phục vụ rất nhiệt tình.,positive,4,
Chất lượng kém.,negative,1,
Giống hình.,positive,5,
"Sp chất lượng , hàng như hình , soạn hàng nhanh, gói hàng cẩn thận.",positive,5,
Form đẹp.,positive,5,
Nói chung là đc shop à.,positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn shop phụ vụ rat chu đáo cảm ơn món quà nhỏ của shop.,positive,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, Rất đáng tiền.",positive,5,
"Sp giống hình, thời gian giao khá lâu, nội thành HN mất 4-5 hôm.",neutral,3,
"Cứ gần hết kẹo mút ghiền là ghé thăm shop,sẵn ngay ngày 10/10 có được voucher 10% với chơi lắc xu mấy ngày cũng gần 18k,mà mua 3sp kẹo mút được giảm 10% nữa chứ.mà chỉ có bị cái cho nó tự động chọn bên vc,ko để ý tưởng sh 4H ai ngờ lại GHTK...NÊN ko được nhận trong ngày.sp HSD&NSX rất OK.THANKS SHOP.",positive,4,
Hơi buồn cái này thôi còn lại thì ok. 4 sao cho shop sau này rút kinh nghiệm bán đồ chơi con nít bọc nilong lại cho nó đỡ bám bụi.,positive,4,
Chảo to nhưng mỏng và k phải vân đá mà là mạ nha các bạn.,neutral,3,
"Phân loại hàng hơi rắc rối, mình k mua được cái muốn mua.",negative,1,
Vải trước đẹp hơn .,positive,4,
Mọi người nhớ mua nhiều ở shop hơn nhé.,positive,4,
Đáng đồng tiền.,positive,5,
Rộng phải tạ mới mặc vừa.,neutral,3,
Tiền nào của nấy.,neutral,3,
"Chất lượng sản phẩm tốt, Thời gian giao hàng rất nhanh.",positive,5,
Dáng xấu .,negative,2,
Rất hài lòng về quần lót bầu.,positive,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Mặc lên dính sát vào người chứ không đứng áo như trong hình.,negative,2,
Rất đáng tiền.,positive,5,
Giao hàng nhanh.,positive,5,
"Áo đẹp dã man luôn,shop tư vấn nhiệt tình.",positive,4,
"Giao hàng nhanh, quần đẹp đáng so với tiền bỏ ra, shop nhiệt tình yêu shop.",positive,5,
"- Làm bánh cho KH mà làm sai loại bánh, vô làm lại thì bánh cháy!",negative,1,
"Thời gian giao hàng nhanh, sp k đc như ý...",positive,4,
Mình không bàn về chất lượng vải.,neutral,3,
"Shop giao thiếu ví này :""(((( và mấy món khác cũng sai màu hơi nhiều.",negative,2,
hàng quá đẹp so với giá thành!,positive,5,
Hàng y hình.,positive,4,
"Lạp xưởng ngon, nhìn mỡ vậy mà khi chiên xong ăn ko bị ngán, giá đẹp.",positive,5,
Giầy cũng khá đẹp.,positive,5,
Hàng y ảnh nha.,positive,5,
Thời gian giao hàng rất chậm!,negative,1,
So với giá thì vầy là ổn quá rồi :3.,positive,5,
"Chất lượng kém vải cứng k mềm, đường may ẩu, dáng bị hẫng.",negative,2,
Vải mặc mát.,positive,5,
Mặc rất thoải mái.,positive,4,
Áo trắng chất lượng quá thấp còn bị bẩn nhiều nơi giặt ko ra.,negative,1,
Chất vải đẹp.,positive,5,
Tiền nào của nấy tất mới mua nhg bị rạn nhỏ.,negative,1,
Good value for money.,positive,5,
Ngày nay chả flash gì cũng 33k/ chai.,neutral,3,
Cug tam dc .vai cug kg dep lam.,neutral,3,
Chúc shop đắt hàng.,positive,5,
Né shop này ra nếu ko mún bực bội.,negative,1,
K giống ảnh lắm.,negative,1,
Quần chất mềm..khá rẻ và ok.,positive,5,
Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền.,positive,5,
Màu tím vỏ ngoài mo hết chu.,neutral,3,
Mặc rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,positive,5,
Ao dep nhung form nho so voi bang kich thuoc nen mac ko vua.,neutral,3,
"Áo thun chất vải mỏng mát, ko mỏng lắm đâu nha, ok lắm!!",positive,5,
Minhk đã nhận được hàng.,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,positive,5,
Nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù Shop nhiệt tình nên xí xóa.,positive,4,
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được.,neutral,3,
Shop phục vụ rất tốt.,positive,5,
Mua về giặt cho hết mùi vải rồi lem tùm luôn.,negative,2,
Sản phẩm phù hợp với giá tiền.,positive,5,
